Start_Time_MM_DD_YYYY,Start_Time_HH_MM_SS_s,Weather,Traffic,Total_Calls,Call_Dropped,CallDrop_prec
20170121,00:00 to 4:00,Smoke,Medium,442,29,0
20170121,4:00 to 8:00,Smoke,Medium,259,50,1
20170121,8:00 to 12:00,Smoke,High,363,64,1
20170121,12:00 to 16:00,Clear,Low,638,21,0
20170121,16:00 to 20:00,Shallow Fog,Medium,398,48,0
20170121,20:00 to 23:59,Fog,Medium,408,41,1
20170122,00:00 to 4:00,Haze,Medium,288,27,0
20170122,4:00 to 8:00,Smoke,Medium,583,37,0
20170122,8:00 to 12:00,Smoke,Medium,632,27,0
20170122,12:00 to 16:00,Smoke,Low,403,22,0
20170122,16:00 to 20:00,Shallow Fog,Medium,540,40,0
20170122,20:00 to 23:59,Fog,Low,573,14,0
20170123,00:00 to 4:00,Haze,Medium,507,51,0
20170123,4:00 to 8:00,Smoke,Medium,586,41,0
20170123,8:00 to 12:00,Smoke,Medium,273,39,0
20170123,12:00 to 16:00,Shallow Fog,Low,571,15,0
20170123,16:00 to 20:00,Fog,High,356,55,1
20170123,20:00 to 23:59,Fog,Medium,457,52,1
20170124,00:00 to 4:00,Haze,Low,465,15,0
20170124,4:00 to 8:00,Smoke,High,542,53,0
20170124,8:00 to 12:00,Smoke,Low,509,25,0
20170124,12:00 to 16:00,Smoke,High,287,61,1
20170124,16:00 to 20:00,Clear,High,364,62,1
20170124,20:00 to 23:59,Shallow Fog,High,547,52,0
20170125,00:00 to 4:00,Haze,Low,542,14,0
20170125,4:00 to 8:00,Smoke,Low,279,23,0
20170125,8:00 to 12:00,Smoke,Low,428,25,0
20170125,12:00 to 16:00,Smoke,High,339,57,0
20170125,16:00 to 20:00,Smoke,High,596,56,0
20170125,20:00 to 23:59,Shallow Fog,High,613,56,0
20170126,00:00 to 4:00,Haze,Low,361,13,0
20170126,4:00 to 8:00,Haze,Medium,457,32,0
20170126,8:00 to 12:00,Smoke,Low,417,17,0
20170126,12:00 to 16:00,Smoke,Low,427,23,0
20170126,16:00 to 20:00,Smoke,Low,647,17,0
20170126,20:00 to 23:59,Shallow Fog,Low,465,18,0
20170127,00:00 to 4:00,Haze,Low,641,15,0
20170127,4:00 to 8:00,Rain,Medium,627,40,0
20170127,8:00 to 12:00,Haze,Low,303,18,0
20170127,12:00 to 16:00,Smoke,High,540,54,0
20170127,16:00 to 20:00,Smoke,Low,517,21,0
20170127,20:00 to 23:59,Smoke,Medium,490,33,0
20170128,00:00 to 4:00,Haze,High,486,63,0
20170128,4:00 to 8:00,Haze,Low,539,14,0
20170128,8:00 to 12:00,Haze,Medium,472,35,0
20170128,12:00 to 16:00,Haze,Low,482,16,0
20170128,16:00 to 20:00,Partly Cloudy,Low,453,15,0
20170128,20:00 to 23:59,Partly Cloudy,High,384,52,0
20170129,00:00 to 4:00,Smoke,Low,641,21,0
20170129,4:00 to 8:00,Smoke,Medium,584,51,0
20170129,8:00 to 12:00,Smoke,High,521,55,0
20170129,12:00 to 16:00,Shallow Fog,High,367,55,0
20170129,16:00 to 20:00,Shallow Fog,Low,461,17,0
20170129,20:00 to 23:59,Fog,Low,603,13,0
20170130,00:00 to 4:00,Haze,High,507,54,0
20170130,4:00 to 8:00,Smoke,High,545,52,0
20170130,8:00 to 12:00,Haze,High,339,54,0
20170130,12:00 to 16:00,Haze,Medium,406,29,0
20170130,16:00 to 20:00,Light Thunderstorms and Rain,High,440,60,0
20170130,20:00 to 23:59,Haze,Medium,514,31,0
20170131,00:00 to 4:00,Light Rain,Medium,520,31,0
20170131,4:00 to 8:00,Light Drizzle,Medium,272,44,0
20170131,8:00 to 12:00,Drizzle,High,616,62,0
20170131,12:00 to 16:00,Drizzle,Medium,309,30,0
